,gender,age,emotion,base,rewriting,semantic,transformation
448,مرد,18-39,غمگین,وقتی مشکلی وجود دارد ، آیا همیشه خود را سرزنش می کنید و سرزنش می کنید؟,طبیعی است که خودمان را به خاطر مشکلات خود سرزنش کنیم ، اما باید مراقب باشیم که آن را به یک عادت مخرب تبدیل نکنیم.آیا متوجه شده اید که همیشه خود را به خاطر هیچ اشتباهی سرزنش می کنید؟,9,HIGH
449,مرد,18-39,غمگین,وقتی مشکلی وجود دارد ، آیا همیشه خود را سرزنش می کنید و سرزنش می کنید؟,آیا می گویید وقتی مشکلی وجود دارد ، آیا همیشه احساس مسئولیت می کنید؟,9,HIGH
450,مرد,18-39,غمگین,وقتی مشکلی وجود دارد ، آیا همیشه خود را سرزنش می کنید و سرزنش می کنید؟,وقتی چیزی پیش می رود ، آیا همیشه خود را سرزنش می کنید و سرزنش می کنید ، حتی اگر بدانید که این تقصیر خود شما حتی در قلب شما نیست؟,9,HIGH
451,مرد,18-39,غمگین,وقتی مشکلی وجود دارد ، آیا همیشه خود را سرزنش می کنید و سرزنش می کنید؟,آیا همیشه خود را به خاطر همه اشتباهات زندگی سرزنش می کنید؟,9,HIGH
452,مرد,18-39,غمگین,وقتی مشکلی وجود دارد ، آیا همیشه خود را سرزنش می کنید و سرزنش می کنید؟,آیا همیشه احساس می کنید که دلیل اشتباه کردن هستید؟,9,HIGH
453,زن,18-39,غمگین,وقتی مشکلی وجود دارد ، آیا همیشه خود را سرزنش می کنید و سرزنش می کنید؟,من می خواهم بدانم که آیا فکر می کنید وقتی مشکلی دارید همیشه خود را سرزنش می کنید.,9,HIGH
454,زن,40-69,غمگین,وقتی مشکلی وجود دارد ، آیا همیشه خود را سرزنش می کنید و سرزنش می کنید؟,اگر بپرسم ، آیا همیشه احساس آشفتگی می کنید؟,9,HIGH
455,مرد,18-39,غمگین,وقتی مشکلی وجود دارد ، آیا همیشه خود را سرزنش می کنید و سرزنش می کنید؟,آیا متوجه می شوید که همیشه خود را به خاطر اشتباهی سرزنش می کنید ، حتی اگر نتوانید آنها را کنترل کنید؟,9,HIGH
456,مرد,40-69,غمگین,وقتی مشکلی وجود دارد ، آیا همیشه خود را سرزنش می کنید و سرزنش می کنید؟,آیا همیشه فکر می کنید که دلیل اصلی مشکل هستید؟,9,HIGH
457,زن,40-69,غمگین,وقتی مشکلی وجود دارد ، آیا همیشه خود را سرزنش می کنید و سرزنش می کنید؟,وقتی مشکلی پیش آمد ، فکر می کنید همیشه باید خود را مقصر بدانید؟,9,HIGH
458,مرد,18-39,غمگین,وقتی مشکلی وجود دارد ، آیا همیشه خود را سرزنش می کنید و سرزنش می کنید؟,وقتی مشکلی پیش آمد ، آیا همیشه تمایل دارید که خود را سرزنش کنید و آیا واقعاً اشتباه می کنید یا نه؟,9,HIGH
459,مرد,40-69,غمگین,وقتی مشکلی وجود دارد ، آیا همیشه خود را سرزنش می کنید و سرزنش می کنید؟,از پاسختان ممنونم.وقتی کارها همانطور که انتظار می رود انجام نمی شود ، آیا احساس می کنید همیشه خود را مقصر و متهم می کنید؟,9,HIGH
460,مرد,18-39,غمگین,وقتی مشکلی وجود دارد ، آیا همیشه خود را سرزنش می کنید و سرزنش می کنید؟,من می خواهم که شما متوقف شوید ، به این فکر کنید که آیا همیشه در هنگام بروز مشکل ، خود را سرزنش می کنید؟,9,HIGH
461,مرد,18-39,غمگین,وقتی مشکلی وجود دارد ، آیا همیشه خود را سرزنش می کنید و سرزنش می کنید؟,شاید شما بگویید ، وقتی مشکلی پیش می آید ، همیشه خود را سرزنش می کنید؟,9,HIGH
462,مرد,40-69,غمگین,وقتی مشکلی وجود دارد ، آیا همیشه خود را سرزنش می کنید و سرزنش می کنید؟,آیا همیشه فکر می کنید مشکل تقصیر شماست؟,9,HIGH
463,زن,18-39,غمگین,وقتی مشکلی وجود دارد ، آیا همیشه خود را سرزنش می کنید و سرزنش می کنید؟,آیا احساس می کنید که خود را قضاوت می کنید و همیشه خود را در سختی سرزنش می کنید؟,9,HIGH
464,زن,18-39,غمگین,وقتی مشکلی وجود دارد ، آیا همیشه خود را سرزنش می کنید و سرزنش می کنید؟,در مواجهه با چالش ها یا رویارویی ، آیا تمایل به شخصی سازی چیزها دارید ، همیشه تمام مسئولیت ها را بر خودشان سرزنش می کنید؟,9,HIGH
465,مرد,18-39,غمگین,وقتی مشکلی وجود دارد ، آیا همیشه خود را سرزنش می کنید و سرزنش می کنید؟,وقتی احساسات شما کم است ، آیا همیشه خود را به خاطر اشتباهات خود سرزنش می کنید؟,9,HIGH
466,زن,18-39,غمگین,وقتی مشکلی وجود دارد ، آیا همیشه خود را سرزنش می کنید و سرزنش می کنید؟,حتی اگر ناعادلانه باشد ، آیا همیشه تمایل دارید که خود را به خاطر هر اتفاقی که در زندگی رخ داده است سرزنش کنید؟,9,HIGH
467,مرد,18-39,غمگین,وقتی مشکلی وجود دارد ، آیا همیشه خود را سرزنش می کنید و سرزنش می کنید؟,آیا همیشه از خود می خواهید که مسئول آنچه برای شما اتفاق افتاده است؟,9,HIGH
468,مرد,18-39,غمگین,وقتی مشکلی وجود دارد ، آیا همیشه خود را سرزنش می کنید و سرزنش می کنید؟,به آن فکر کنید ، آیا وقتی با مشکلی روبرو می شوید ، همیشه خود را سرزنش می کنید؟,9,HIGH
469,مرد,40-69,غمگین,وقتی مشکلی وجود دارد ، آیا همیشه خود را سرزنش می کنید و سرزنش می کنید؟,وقتی مشکلی پیش آمد ، آیا می فهمید که همیشه مسئولیت را بر عهده دارید؟,9,HIGH
470,مرد,18-39,غمگین,وقتی مشکلی وجود دارد ، آیا همیشه خود را سرزنش می کنید و سرزنش می کنید؟,وقتی در زندگی خود مشکلی دارید ، فکر می کنید همیشه تقصیر شماست؟,9,HIGH
471,زن,40-69,غمگین,وقتی مشکلی وجود دارد ، آیا همیشه خود را سرزنش می کنید و سرزنش می کنید؟,آیا همیشه احساس می کنید که شخص اشتباه هستید ، حتی اگر نباید این کار را انجام دهید؟,9,HIGH
472,مرد,18-39,غمگین,وقتی مشکلی وجود دارد ، آیا همیشه خود را سرزنش می کنید و سرزنش می کنید؟,لطفاً به من بگویید ، وقتی چیزی پیش می رود ، آیا همیشه مسئولیت خود را به سمت خود سوق می دهید؟,9,HIGH
473,زن,40-69,غمگین,وقتی مشکلی وجود دارد ، آیا همیشه خود را سرزنش می کنید و سرزنش می کنید؟,من می فهمم ، از شما متشکرم که وقت خود را برای پاسخ به این سوال صرف کردید.آیا فکر می کنید تمایل دارید که مشکل خود را به تنهایی سرزنش کنید؟,9,HIGH
474,زن,18-39,غمگین,وقتی مشکلی وجود دارد ، آیا همیشه خود را سرزنش می کنید و سرزنش می کنید؟,متشکرم ، من می فهممآیا فکر می کنید همیشه خود را به خاطر سوالات خود سرزنش می کنید؟,9,HIGH
475,مرد,40-69,غمگین,وقتی مشکلی وجود دارد ، آیا همیشه خود را سرزنش می کنید و سرزنش می کنید؟,با تشکر از شما برای به اشتراک گذاری این.آیا می توانید به من بگویید اگر احساس می کنید همیشه وقتی مشکلی پیش می آید ، خود را مقصر و متهم می کنید؟,9,HIGH
476,مرد,40-69,غمگین,وقتی مشکلی وجود دارد ، آیا همیشه خود را سرزنش می کنید و سرزنش می کنید؟,آیا همیشه وقایع منفی را در نظر می گیرید و می خواهید بدانید اگر همه چیز متفاوت شود چه اتفاقی می افتد؟,9,HIGH
477,زن,40-69,غمگین,وقتی مشکلی وجود دارد ، آیا همیشه خود را سرزنش می کنید و سرزنش می کنید؟,به احساسات خود در مورد خود فکر کنید ، آیا می گویید همه چیز تقصیر شماست؟,9,HIGH
478,زن,40-69,غمگین,وقتی مشکلی وجود دارد ، آیا همیشه خود را سرزنش می کنید و سرزنش می کنید؟,وقتی نمی توانید به اهداف خود برسید ، آیا همیشه تمایل دارید که خود را سرزنش کنید ، حتی اگر مسئولیت واقعاً باید به دیگران نسبت داده شود؟,9,HIGH
479,زن,40-69,غمگین,وقتی مشکلی وجود دارد ، آیا همیشه خود را سرزنش می کنید و سرزنش می کنید؟,متشکرم از اینکه مرا مطلع کردید.آیا می گویید به راحتی می توانید خود را سرزنش کنید و اغلب به دلیل اشتباه بودن خود را سرزنش کنید؟,9,HIGH
480,زن,18-39,غمگین,وقتی مشکلی وجود دارد ، آیا همیشه خود را سرزنش می کنید و سرزنش می کنید؟,خوب ، من می فهمم ، از شما متشکرم که وقت خود را برای پاسخ به همه این سؤالات صرف کرده اید. من هنوز هم سعی می کنم بهترین راه برای کمک به آن را پیدا کنم.آیا می گویید وقتی مشکلی وجود دارد ، انگشت خود را به سمت خود نشان می دهید؟,9,HIGH
481,زن,18-39,غمگین,وقتی مشکلی وجود دارد ، آیا همیشه خود را سرزنش می کنید و سرزنش می کنید؟,وقتی مشکلی وجود دارد ، آیا همیشه احساس مسئولیت می کنید؟,9,HIGH
482,مرد,40-69,غمگین,وقتی مشکلی وجود دارد ، آیا همیشه خود را سرزنش می کنید و سرزنش می کنید؟,مشکلی نیست ممنون.فکر می کنید اخیراً خود را سرزنش کرده اید؟,9,HIGH
483,مرد,40-69,غمگین,وقتی مشکلی وجود دارد ، آیا همیشه خود را سرزنش می کنید و سرزنش می کنید؟,وقتی خطاها یا چیزها از برنامه پیروی نمی کنند ، آیا شما اغلب خودتان آن را تحمل می کنید؟,9,HIGH
484,زن,40-69,غمگین,وقتی مشکلی وجود دارد ، آیا همیشه خود را سرزنش می کنید و سرزنش می کنید؟,آیا همیشه فکر می کنید برای جلوگیری از موقعیت های بد باید کارهای بیشتری انجام دهید؟,9,HIGH
485,زن,18-39,غمگین,در گفتگوی قبلی ، آیا دیدگاه های دیگری را در نظر گرفته اید؟,فکر می کنید شخصی هستید که مایل به گوش دادن به دیگران هستید؟,10,HIGH
486,زن,40-69,غمگین,در گفتگوی قبلی ، آیا دیدگاه های دیگری را در نظر گرفته اید؟,راستش ، آیا سعی کرده اید در مورد وضعیت دیگران فکر کنید یا از زاویه دیگری تغییر کنید؟,10,HIGH
487,مرد,18-39,غمگین,در گفتگوی قبلی ، آیا دیدگاه های دیگری را در نظر گرفته اید؟,وقتی این دیدگاه ها به شما ارائه می شود ، آیا تا به حال در دیدگاه های دیگر منعکس شده اید؟,10,HIGH
488,مرد,40-69,غمگین,در گفتگوی قبلی ، آیا دیدگاه های دیگری را در نظر گرفته اید؟,ممکن است شما بحث کرده و نظرات مختلفی را که باید در نظر گرفته شود مطرح کرده و مطرح کنید.وقتی این موارد به شما ارائه می شود ، آیا واقعاً دیدگاه ها و دیدگاه های دیگری را در نظر گرفته اید؟,10,HIGH
489,زن,18-39,غمگین,در گفتگوی قبلی ، آیا دیدگاه های دیگری را در نظر گرفته اید؟,آیا می گویید که ممکن است نظرات و استدلال های افراد دیگر را در بحث قبلی مطرح کنید ، آیا با دقت در نظر گرفته اید؟,10,HIGH
490,زن,18-39,غمگین,در گفتگوی قبلی ، آیا دیدگاه های دیگری را در نظر گرفته اید؟,به موقعیت های کم و بیش اخیر فکر کنید ، آیا خود را در موقعیت دیگران قرار داده اید؟,10,HIGH
491,مرد,40-69,غمگین,در گفتگوی قبلی ، آیا دیدگاه های دیگری را در نظر گرفته اید؟,در گفتگوی قبلی ، آیا می توانید نظرات دیگران را در نظر بگیرید؟,10,HIGH
492,مرد,18-39,غمگین,در گفتگوی قبلی ، آیا دیدگاه های دیگری را در نظر گرفته اید؟,آیا واقعاً سعی می کنید دیدگاه دیگران را در مذاکرات گذشته درک کنید؟,10,HIGH
493,زن,40-69,غمگین,در گفتگوی قبلی ، آیا دیدگاه های دیگری را در نظر گرفته اید؟,آیا تا به حال فکر کرده اید که افراد دیگر به این وضعیت نگاه می کنند؟,10,HIGH
494,مرد,18-39,غمگین,در گفتگوی قبلی ، آیا دیدگاه های دیگری را در نظر گرفته اید؟,آیا می گویید که واقعاً می توانید از خود خارج شوید و از دیدگاه های مختلف به یک وضعیت فکر کنید؟,10,HIGH
495,زن,18-39,غمگین,در گفتگوی قبلی ، آیا دیدگاه های دیگری را در نظر گرفته اید؟,فکر می کنید می توانید دیدگاه دیگران را در نظر بگیرید؟,10,HIGH
496,مرد,18-39,غمگین,در گفتگوی قبلی ، آیا دیدگاه های دیگری را در نظر گرفته اید؟,آیا تا به حال فکر کرده اید که چه احساسی دارد که نکته ای متفاوت از خود داشته باشید؟,10,HIGH
497,مرد,18-39,غمگین,در گفتگوی قبلی ، آیا دیدگاه های دیگری را در نظر گرفته اید؟,آیا تا به حال در مورد دیدگاه دیگران فکر کرده اید؟ آیا وقت خود را صرف کاوش در آنها کرده اید؟,10,HIGH
498,مرد,18-39,غمگین,در گفتگوی قبلی ، آیا دیدگاه های دیگری را در نظر گرفته اید؟,در مکالمه قبلی ، آیا احساس می کنید همیشه می توانید نظرات مختلفی را در نظر بگیرید؟,10,HIGH
499,مرد,18-39,غمگین,در گفتگوی قبلی ، آیا دیدگاه های دیگری را در نظر گرفته اید؟,به منظور حل یا کاهش مشکلات خود ، آیا نظرات دیگران را که ممکن است در مکالمه قبلی مطرح شود در نظر گرفته اید؟,10,HIGH
500,مرد,18-39,غمگین,در گفتگوی قبلی ، آیا دیدگاه های دیگری را در نظر گرفته اید؟,آیا می گویید شما نوع افرادی هستید که خوشحال هستند که نظرات دیگران را در مکالمه در نظر می گیرند؟,10,HIGH
501,زن,18-39,غمگین,در گفتگوی قبلی ، آیا دیدگاه های دیگری را در نظر گرفته اید؟,آیا می توانید با اطمینان بگویید که همیشه می توانید نقطه نظر دیگران را در نظر بگیرید؟,10,HIGH
502,زن,40-69,غمگین,در گفتگوی قبلی ، آیا دیدگاه های دیگری را در نظر گرفته اید؟,آیا افکار دیگران را در نظر خواهید گرفت و نظرات آنها را اتخاذ می کنید؟,10,HIGH
503,مرد,18-39,غمگین,در گفتگوی قبلی ، آیا دیدگاه های دیگری را در نظر گرفته اید؟,آیا واقعاً می توانید دیدگاه شخصی را که با شما صحبت می کنید در نظر بگیرید؟,10,HIGH
504,مرد,40-69,غمگین,در گفتگوی قبلی ، آیا دیدگاه های دیگری را در نظر گرفته اید؟,متشکرم از اینکه مرا مطلع کردید.آیا اعتقاد دارید که همه گزینه ها را از جمله گزینه هایی که دیگران به شما پیشنهاد می کنند کاوش کرده اید؟,10,HIGH
505,زن,40-69,غمگین,در گفتگوی قبلی ، آیا دیدگاه های دیگری را در نظر گرفته اید؟,دیگران که با شما ارتباط برقرار کرده اند ممکن است برخی از پیشنهادات ارائه دهند.آیا پیشنهادی از طرف دیگران برای کمک به شما ارائه شده است؟,10,HIGH
506,مرد,18-39,غمگین,در گفتگوی قبلی ، آیا دیدگاه های دیگری را در نظر گرفته اید؟,به آن فکر کنید ، آیا واقعاً دیدگاه ها و دیدگاه های دیگری را که دیگران در گذشته برای شما ایجاد کرده اند در نظر گرفته اید؟,10,HIGH
507,مرد,40-69,غمگین,در گفتگوی قبلی ، آیا دیدگاه های دیگری را در نظر گرفته اید؟,در مکالمات دیگر خود با دیگران ، آیا دیدگاه هایی را که آنها سعی در ارائه آنها داشتند کاملاً در نظر گرفته اید؟,10,HIGH
508,مرد,18-39,غمگین,در گفتگوی قبلی ، آیا دیدگاه های دیگری را در نظر گرفته اید؟,در مکالمه قبلی ، آیا شما متوقف شده و گوش داده اید و نظرات دیگری را در نظر گرفتید؟,10,HIGH
509,مرد,18-39,غمگین,در گفتگوی قبلی ، آیا دیدگاه های دیگری را در نظر گرفته اید؟,آیا معمولاً در گفتگو نظر دیگران را در نظر می گیرید؟,10,HIGH
510,مرد,40-69,غمگین,در گفتگوی قبلی ، آیا دیدگاه های دیگری را در نظر گرفته اید؟,آیا شما یک قدم عقب دارید؟ از همه منظر ، شما از دیدگاه دیگران به وضعیت خود نگاه می کنید؟,10,HIGH
511,زن,18-39,غمگین,در گفتگوی قبلی ، آیا دیدگاه های دیگری را در نظر گرفته اید؟,آیا فکر می کنید روش های دیگری برای مشاهده این وضعیت وجود دارد؟ آیا دیگران می توانند به شما در یافتن آن کمک کنند؟,10,HIGH
512,زن,18-39,غمگین,در گفتگوی قبلی ، آیا دیدگاه های دیگری را در نظر گرفته اید؟,به یاد بیاورید که وضعیت قبلی و گفتگو با دیگران ، آیا تا به حال از روند تفکر خارج شده اید و به فکر به چالش کشیدن دیدگاه خود هستید؟,10,HIGH
513,مرد,18-39,غمگین,در گفتگوی قبلی ، آیا دیدگاه های دیگری را در نظر گرفته اید؟,در گذشته ، هنگام صحبت با دیگران ، آیا شما روی دیدگاه آنها ایستاده اید؟,10,HIGH
514,زن,18-39,غمگین,در گفتگوی قبلی ، آیا دیدگاه های دیگری را در نظر گرفته اید؟,هر وقت کسی این دیدگاه ها را برای شما قرار دهد ، آیا سعی کرده اید دیدگاه های دیگران را با دقت بررسی کنید؟,10,HIGH
515,مرد,18-39,غمگین,در گفتگوی قبلی ، آیا دیدگاه های دیگری را در نظر گرفته اید؟,آیا شما دیدگاه افرادی را که در گذشته با آن صحبت کرده اند کاملاً در نظر گرفته اید؟,10,HIGH
516,مرد,40-69,غمگین,در گفتگوی قبلی ، آیا دیدگاه های دیگری را در نظر گرفته اید؟,آیا صادقانه می گویید که به دیدگاه دیگران باز هستید؟,10,HIGH
517,مرد,18-39,غمگین,در گفتگوی قبلی ، آیا دیدگاه های دیگری را در نظر گرفته اید؟,آیا فکر می کنید در مکالمات قبلی نظرات دیگری را کاملاً در نظر گرفته اید؟,10,HIGH
518,زن,40-69,غمگین,در گفتگوی قبلی ، آیا دیدگاه های دیگری را در نظر گرفته اید؟,آیا معمولاً می توانید خود را در شخص دیگری قرار دهید؟,10,HIGH
519,مرد,18-39,غمگین,در گفتگوی قبلی ، آیا دیدگاه های دیگری را در نظر گرفته اید؟,از پاسختان ممنونم.آیا می توانید نظرات و نظرات جایگزین را در گفتگوی قبلی به شما در نظر بگیرید؟,10,HIGH
520,زن,40-69,غمگین,در گفتگوی قبلی ، آیا دیدگاه های دیگری را در نظر گرفته اید؟,منظور شما این است که در مکالمه قبلی ، شما همیشه به دیدگاه های دیگران گوش می دهید. آیا وقت می گیرید تا نظرات آنها را با دقت در نظر بگیرید؟,10,HIGH
521,زن,18-39,غمگین,در گفتگوی قبلی ، آیا دیدگاه های دیگری را در نظر گرفته اید؟,از اعتماد شما متشکرم ، لطفا به من کمک کنید تا بهتر درک کنم.منظور شما این است که آیا شما مایل به گوش دادن به نظرات و نظرات دیگران در مکالمات قبلی هستید؟,10,HIGH
522,مرد,40-69,غمگین,در گفتگوی قبلی ، آیا دیدگاه های دیگری را در نظر گرفته اید؟,آیا فکر می کنید معمولاً می توانید از دیگران در نظر بگیرید و یاد بگیرید؟,10,HIGH
523,مرد,40-69,غمگین,در گفتگوی قبلی ، آیا دیدگاه های دیگری را در نظر گرفته اید؟,فکر می کنید شخصی هستید که باز است و دوست دارد به دیگران گوش کند؟,10,HIGH
524,زن,40-69,غمگین,در گفتگوی قبلی ، آیا دیدگاه های دیگری را در نظر گرفته اید؟,آیا می گویید که از زوایای مختلف در نگاه کردن به اوضاع خوب هستید؟,10,HIGH
525,زن,40-69,غمگین,در گفتگوی قبلی ، آیا دیدگاه های دیگری را در نظر گرفته اید؟,آیا تاکنون سعی کرده اید از بیرون به خود نگاه کنید و از طریق یک لنز گسترده تر به دنیای اطراف نگاه کنید بدون اینکه تحت تأثیر هرگونه تعصب قرار بگیرید؟,10,HIGH
526,زن,40-69,غمگین,در گفتگوی قبلی ، آیا دیدگاه های دیگری را در نظر گرفته اید؟,آیا فکر می کنید شخصی هستید که به راحتی به نظرات و نظرات دیگران گوش می دهید؟,10,HIGH
527,زن,18-39,غمگین,در گفتگوی قبلی ، آیا دیدگاه های دیگری را در نظر گرفته اید؟,متشکرم.اگر مهم نیست ، من می خواهم بدانم که آیا فکر می کنید فردی باز هستید و می توانید بدون قضاوت به نظرات دیگران گوش دهید.,10,HIGH
528,زن,18-39,غمگین,در گفتگوی قبلی ، آیا دیدگاه های دیگری را در نظر گرفته اید؟,در گفتگوی گذشته ، آیا همیشه نظرات دیگران را در نظر می گیرید ، حتی اگر آنها از شما دور باشند و روشی که به جهان و خودتان نگاه می کنید؟,10,HIGH
529,مرد,40-69,غمگین,در گفتگوی قبلی ، آیا دیدگاه های دیگری را در نظر گرفته اید؟,بعضی اوقات ، تا زمانی که بتوانیم گوش کنیم ، دیگران ممکن است به ما کمک کنند تا اوضاع را بفهمیم و قوی تر شویم.فکر می کنید شنونده خوبی هستید؟,10,HIGH
530,مرد,40-69,غمگین,در گفتگوی قبلی ، آیا دیدگاه های دیگری را در نظر گرفته اید؟,آیا هنگام صحبت با دیگران ، آیا احساس می کنید هنگام شکل گیری نظرات و نظرات خود ، به خودتان اجازه می دهید نظرات و نظرات مختلفی را بپذیرید؟,10,HIGH
531,زن,40-69,غمگین,در گفتگوی قبلی ، آیا دیدگاه های دیگری را در نظر گرفته اید؟,آیا نظرات دیگران برای شما ارزشمند است؟,10,HIGH
532,زن,18-39,غمگین,آیا شما یک بحران شخصی را تجربه می کنید (همراهی با عزیزانتان ، مانند بازگشت با دوستان دشوار است)؟,فکر می کنید ممکن است یک بحران شخصی را تجربه کرده و دیگر با شبکه پشتیبانی خود در تماس نباشید؟,11,HIGH
533,زن,40-69,غمگین,آیا شما یک بحران شخصی را تجربه می کنید (همراهی با عزیزانتان ، مانند بازگشت با دوستان دشوار است)؟,آیا مشکل اساسی در زندگی شخصی شما وجود دارد که ممکن است باعث ناراحتی شما شود؟,11,HIGH
534,مرد,18-39,غمگین,آیا شما یک بحران شخصی را تجربه می کنید (همراهی با عزیزانتان ، مانند بازگشت با دوستان دشوار است)؟,آیا اکنون برای وقایع زندگی دشوار هستید؟,11,HIGH
535,مرد,18-39,غمگین,آیا شما یک بحران شخصی را تجربه می کنید (همراهی با عزیزانتان ، مانند بازگشت با دوستان دشوار است)؟,آیا هنگام همراهی با عزیزان خود با مشکل روبرو می شوید؟,11,HIGH
536,مرد,40-69,غمگین,آیا شما یک بحران شخصی را تجربه می کنید (همراهی با عزیزانتان ، مانند بازگشت با دوستان دشوار است)؟,آیا تاکنون اتفاق افتاده اید که اخیراً مشکلات اساسی ایجاد کرده است که باعث ایجاد این احساسات منفی با دوستان یا خانواده می شود؟,11,HIGH
537,زن,18-39,غمگین,آیا شما یک بحران شخصی را تجربه می کنید (همراهی با عزیزانتان ، مانند بازگشت با دوستان دشوار است)؟,اگر از شما بپرسم ، آیا در مورد امور شخصی سوالی دارید؟,11,HIGH
538,زن,18-39,غمگین,آیا شما یک بحران شخصی را تجربه می کنید (همراهی با عزیزانتان ، مانند بازگشت با دوستان دشوار است)؟,آیا در حال حاضر به چه امور شخصی می پردازید؟,11,HIGH
539,مرد,40-69,غمگین,آیا شما یک بحران شخصی را تجربه می کنید (همراهی با عزیزانتان ، مانند بازگشت با دوستان دشوار است)؟,آیا احساس می کنید که با یک بحران شخصی روبرو هستید ، به عنوان مثال ، همراهی با خانواده ، دوستان یا سایر عزیزان دشوار است؟,11,HIGH
540,مرد,18-39,غمگین,آیا شما یک بحران شخصی را تجربه می کنید (همراهی با عزیزانتان ، مانند بازگشت با دوستان دشوار است)؟,آیا شما در یک آسیب شخصی مانند دشواری همراه با خانواده یا دوستان خود قرار دارید؟,11,HIGH
541,زن,40-69,غمگین,آیا شما یک بحران شخصی را تجربه می کنید (همراهی با عزیزانتان ، مانند بازگشت با دوستان دشوار است)؟,آیا در خانه ، کار یا با دوستان مشکلی دارید؟,11,HIGH
542,مرد,18-39,غمگین,آیا شما یک بحران شخصی را تجربه می کنید (همراهی با عزیزانتان ، مانند بازگشت با دوستان دشوار است)؟,آیا در زندگی شخصی شما چیزی وجود دارد که باعث می شود چنین احساسی داشته باشید؟,11,HIGH
543,زن,18-39,غمگین,آیا شما یک بحران شخصی را تجربه می کنید (همراهی با عزیزانتان ، مانند بازگشت با دوستان دشوار است)؟,امیدوارم از من س asking ال کنید ، اما آیا با یک دوره دشوار روبرو هستید؟,11,HIGH
544,مرد,18-39,غمگین,آیا شما یک بحران شخصی را تجربه می کنید (همراهی با عزیزانتان ، مانند بازگشت با دوستان دشوار است)؟,آیا اکنون با مشکلات یا چالش های اساسی در رابطه با دیگران روبرو هستید؟,11,HIGH
545,مرد,18-39,غمگین,آیا شما یک بحران شخصی را تجربه می کنید (همراهی با عزیزانتان ، مانند بازگشت با دوستان دشوار است)؟,من می خواهم بدانم که آیا اکنون چیزی بیش از حد معمول وجود دارد یا خیر.آیا احساس می کنید با یک بحران شخصی روبرو هستید؟,11,HIGH
546,مرد,18-39,غمگین,آیا شما یک بحران شخصی را تجربه می کنید (همراهی با عزیزانتان ، مانند بازگشت با دوستان دشوار است)؟,متشکرم.آیا می گویید در زندگی شخصی خود با مشکل روبرو می شوید؟,11,HIGH
547,مرد,18-39,غمگین,آیا شما یک بحران شخصی را تجربه می کنید (همراهی با عزیزانتان ، مانند بازگشت با دوستان دشوار است)؟,آیا با برخی از افراد (مانند همکاران ، دوستان یا خانواده) با برخی از افراد روبرو شده اید؟آیا نمی توانید انتظارات خود یا دیگران را برآورده کنید؟,11,HIGH
548,مرد,18-39,غمگین,آیا شما یک بحران شخصی را تجربه می کنید (همراهی با عزیزانتان ، مانند بازگشت با دوستان دشوار است)؟,آیا نگران هرگونه مشکل شخصی بین شما و افراد نزدیک هستید؟,11,HIGH
549,زن,18-39,غمگین,آیا شما یک بحران شخصی را تجربه می کنید (همراهی با عزیزانتان ، مانند بازگشت با دوستان دشوار است)؟,آیا اکنون لحظات ظریف و دشوار را با دیگران تجربه می کنید؟,11,HIGH
550,زن,40-69,غمگین,آیا شما یک بحران شخصی را تجربه می کنید (همراهی با عزیزانتان ، مانند بازگشت با دوستان دشوار است)؟,آیا می گویید زندگی شما اکنون بیش از حد هرج و مرج است و غیرقابل توقف می شود؟,11,HIGH
551,مرد,18-39,غمگین,آیا شما یک بحران شخصی را تجربه می کنید (همراهی با عزیزانتان ، مانند بازگشت با دوستان دشوار است)؟,فکر می کنید در حال حاضر دچار مشکلات جدی شخصی شده اید ، شاید در کنار عزیزان یا دوستان خود باشید؟,11,HIGH
552,مرد,40-69,غمگین,آیا شما یک بحران شخصی را تجربه می کنید (همراهی با عزیزانتان ، مانند بازگشت با دوستان دشوار است)؟,متاسفم که احساس غم و اندوه کردم. برای کمک به شما می خواهم عمق حفر کنم.اگر به من توجه نکنید ، آیا یک بحران شخصی دشوار را پشت سر می گذارید؟,11,HIGH
553,زن,40-69,غمگین,آیا شما یک بحران شخصی را تجربه می کنید (همراهی با عزیزانتان ، مانند بازگشت با دوستان دشوار است)؟,آیا می گویید وقتی با دوستان یا خانواده خود همراه می شوید با مشکل روبرو می شوید؟,11,HIGH
554,مرد,18-39,غمگین,آیا شما یک بحران شخصی را تجربه می کنید (همراهی با عزیزانتان ، مانند بازگشت با دوستان دشوار است)؟,آیا احساس می کنید که دچار مشکل شده اید ، هیچ کس نمی تواند به شما کمک کند؟,11,HIGH
555,مرد,40-69,غمگین,آیا شما یک بحران شخصی را تجربه می کنید (همراهی با عزیزانتان ، مانند بازگشت با دوستان دشوار است)؟,عمیق در قلب شما ، آیا این یک بحران شخصی است که شما تجربه می کنید؟آیا از طرف عزیزان یا دوستان خود احساس صدمه می کنید؟,11,HIGH
556,مرد,18-39,غمگین,آیا شما یک بحران شخصی را تجربه می کنید (همراهی با عزیزانتان ، مانند بازگشت با دوستان دشوار است)؟,به زندگی شخصی خود نگاه کنید ، آیا احساس می کنید که یک بحران شخصی را تجربه می کنید (جنگیدن با عزیزان خود ، مانند نزاع با دوستان دشوار است)؟,11,HIGH
